,coin_name,exchange_name,pair,price,updated,volume_24h,volume_pc
328,Ethereum,EtherDelta,PPP/ETH,$728.28,Recently,"$323,562",0.01%
329,Ethereum,OkCoin Intl.,ETH/USD,$765.19,Recently,"$322,344",0.01%
330,Ethereum,Exmo,ETH/EUR,$784.92,Recently,"$320,619",0.01%
331,Ethereum,Binance,NULS/ETH,$705.92,Recently,"$316,390",0.01%
332,Ethereum,OKEx,NEO/ETH,$730.42,Recently,"$314,978",0.01%
333,Ethereum,Gate.io,LRC/ETH,$733.38,Recently,"$313,740",0.01%
334,Ethereum,Binance,BNT/ETH,$726.05,Recently,"$313,082",0.01%
335,Ethereum,Bittrex,DASH/ETH,$726.89,Recently,"$312,940",0.01%
336,Ethereum,Bibox,TNB/ETH,$700.86,Recently,"$310,319",0.01%
337,Ethereum,Bittrex,STRAT/ETH,$740.15,Recently,"$305,338",0.01%
338,Ethereum,Coinrail,ETH/KRW,$894.62,Recently,"$304,128",0.01%
339,Ethereum,WEX,ETH/EUR,$751.31,Recently,"$300,561",0.01%
340,Ethereum,Liqui,SAN/ETH,$813.47,Recently,"$297,125",0.01%
341,Ethereum,Bittrex,BNT/ETH,$741.76,Recently,"$293,629",0.01%
342,Ethereum,Huobi,GNT/ETH,$738.59,Recently,"$293,363",0.01%
343,Ethereum,EtherDelta,PPT/ETH,$724.89,Recently,"$292,816",0.01%
344,Ethereum,Bibox,MKR/ETH,$714.25,Recently,"$291,224",0.01%
345,Ethereum,Bit-Z,MCO/ETH,$734.22,Recently,"$290,214",0.01%
346,Ethereum,HitBTC,STX/ETH,$724.55,Recently,"$288,801",0.01%
347,Ethereum,Liqui,EOS/ETH,$720.68,Recently,"$288,024",0.01%
348,Ethereum,Bittrex,BAT/ETH,$731.81,Recently,"$287,702",0.01%
349,Ethereum,Binance,BTG/ETH,$744.54,Recently,"$286,840",0.01%
350,Ethereum,Binance,BCD/ETH,$506.62,Recently,"$284,861",0.01%
351,Ethereum,Poloniex,ZEC/ETH,$726.53,Recently,"$284,671",0.01%
352,Ethereum,HitBTC,TRX/ETH,$764.98,Recently,"$283,275",0.01%
353,Ethereum,Liqui,DASH/ETH,$728.89,Recently,"$282,202",0.01%
354,Ethereum,ChaoEX,PAY/ETH,$742.65,Recently,"$282,182",0.01%
355,Ethereum,EXX,ETH/USDT,$816.67,Recently,"$282,099",0.01%
356,Ethereum,Bitbank,ETH/BTC,$736.71,Recently,"$278,763",0.01%
357,Ethereum,Liqui,AE/ETH,$732.58,Recently,"$278,665",0.01%
358,Ethereum,Kucoin,NEO/ETH,$731.23,Recently,"$277,615",0.01%
359,Ethereum,The Rock Trading,ETH/EUR,$729.17,Recently,"$277,277",0.01%
360,Ethereum,Bittrex,BTG/ETH,$740.75,Recently,"$276,163",0.01%
361,Ethereum,Kraken,GNO/ETH,$743.50,Recently,"$274,785",0.01%
362,Ethereum,Poloniex,LSK/ETH,$747.47,Recently,"$272,960",0.01%
363,Ethereum,Gate.io,CDT/ETH,$736.35,Recently,"$272,439",0.01%
364,Ethereum,Liqui,SALT/ETH,$725.27,Recently,"$272,291",0.01%
365,Ethereum,Huobi,TNT/ETH,$735.48,Recently,"$271,784",0.01%
366,Ethereum,Binance,NEBL/ETH,$741.90,Recently,"$270,869",0.01%
367,Ethereum,Liqui,TNT/ETH,$738.37,Recently,"$270,835",0.01%
368,Ethereum,Bittrex,CVC/ETH,$734.72,Recently,"$267,372",0.01%
369,Ethereum,HitBTC,LTC/ETH,$730.12,Recently,"$264,774",0.01%
370,Ethereum,Gate.io,HSR/ETH,$763.60,Recently,"$263,641",0.01%
371,Ethereum,Cryptopia,ETH/LTC,$744.56,Recently,"$261,082",0.01%
372,Ethereum,Lbank,DBC/ETH,$760.44,Recently,"$259,045",0.01%
373,Ethereum,Poloniex,BCH/ETH,$732.96,Recently,"$255,967",0.01%
374,Ethereum,Gate.io,MED/ETH,$658.43,Recently,"$250,471",0.01%
375,Ethereum,Mercatox,VERI/ETH,$774.42,Recently,"$250,378",0.01%
376,Ethereum,Bittrex,REP/ETH,$734.73,Recently,"$249,151",0.01%
377,Ethereum,Gate.io,EOS/ETH,$722.24,Recently,"$249,114",0.01%
378,Ethereum,Liqui,TAAS/ETH,$729.40,Recently,"$248,518",0.01%
379,Ethereum,Gate.io,SMT/ETH,$746.15,Recently,"$245,390",0.01%
380,Ethereum,EtherDelta,VEE/ETH,$628.77,Recently,"$244,959",0.01%
381,Ethereum,OKEx,ACT/ETH,$738.54,Recently,"$240,389",0.01%
382,Ethereum,Liqui,BMC/ETH,$723.16,Recently,"$240,229",0.01%
383,Ethereum,Binance,DLT/ETH,$702.58,Recently,"$238,283",0.01%
384,Ethereum,BTC Markets,ETH/BTC,$744.88,Recently,"$236,036",0.01%
385,Ethereum,Liqui,MLN/ETH,$727.97,Recently,"$234,935",0.01%
386,Ethereum,Gate.io,QASH/ETH,$736.54,Recently,"$234,351",0.01%
387,Ethereum,OKEx,PRO/ETH,$725.06,Recently,"$234,337",0.01%
388,Ethereum,Mercatox,LINK/ETH,$758.66,Recently,"$234,211",0.01%
389,Ethereum,Bibox,ETC/ETH,$798.72,Recently,"$232,863",0.01%
390,Ethereum,Exmo,ETH/PLN,$781.15,Recently,"$232,644",0.01%
391,Ethereum,Binance,EDO/ETH,$715.64,Recently,"$232,269",0.01%
392,Ethereum,Liqui,WAVES/ETH,$729.77,Recently,"$231,632",0.01%
393,Ethereum,HitBTC,DASH/ETH,$735.38,Recently,"$231,506",0.01%
394,Ethereum,The Rock Trading,ETH/BTC,$742.57,Recently,"$230,543",0.01%
395,Ethereum,Gate.io,MDS/ETH,$721.51,Recently,"$230,424",0.01%
396,Ethereum,Mercatox,CND/ETH,$645.30,Recently,"$229,978",0.01%
397,Ethereum,Allcoin,DBC/ETH,$681.72,Recently,"$229,062",0.01%
398,Ethereum,GOPAX,ETH/KRW,$962.68,Recently,"$309,004",0.00%
399,Ethereum,Coinbene,PLAY/ETH,$144.72,Recently,"$584,279,000",0.00%
400,Cardano,Bittrex,ADA/BTC,$0.704493,Recently,"$98,086,500",45.47%
401,Cardano,Binance,ADA/BTC,$0.713933,Recently,"$77,367,700",35.87%
402,Cardano,Binance,ADA/ETH,$0.696219,Recently,"$23,104,600",10.71%
403,Cardano,Bittrex,ADA/USDT,$0.682835,Recently,"$7,033,440",3.26%
404,Cardano,Coinnest,ADA/KRW,$0.730761,Recently,"$6,560,820",3.04%
405,Cardano,Bittrex,ADA/ETH,$0.684574,Recently,"$2,948,680",1.37%
406,Cardano,Gate.io,ADA/USDT,$1.36,Recently,"$260,138",0.12%
407,Cardano,Mr. Exchange,XRP/ADA,$0.584929,Recently,"$183,587",0.09%
408,Cardano,Gate.io,ADA/BTC,$1.36,Recently,"$119,660",0.06%
409,Cardano,Mr. Exchange,BTC/ADA,$0.594194,Recently,"$24,634",0.01%
410,Cardano,Mr. Exchange,ETH/ADA,$0.589769,Recently,"$15,332",0.01%
411,Ripple,Bithumb,XRP/KRW,$2.55,Recently,"$1,528,220,000",38.69%
412,Ripple,Binance,XRP/BTC,$1.97,Recently,"$308,947,000",7.82%
413,Ripple,Coinone,XRP/KRW,$2.55,Recently,"$254,583,000",6.44%
414,Ripple,Bittrex,XRP/BTC,$1.97,Recently,"$254,029,000",6.43%
415,Ripple,Poloniex,XRP/BTC,$1.97,Recently,"$247,024,000",6.25%
416,Ripple,Bitfinex,XRP/USD,$1.94,Recently,"$238,323,000",6.03%
417,Ripple,Korbit,XRP/KRW,$2.55,Recently,"$126,178,000",3.19%
418,Ripple,HitBTC,XRP/BTC,$1.97,Recently,"$124,424,000",3.15%
419,Ripple,Bitstamp,XRP/USD,$1.95,Recently,"$91,626,700",2.32%
420,Ripple,Bitfinex,XRP/BTC,$1.97,Recently,"$86,349,200",2.19%
421,Ripple,Huobi,XRP/USDT,$1.95,Recently,"$78,784,000",1.99%
422,Ripple,Koinex,XRP/INR,$2.77,Recently,"$72,636,400",1.84%
423,Ripple,Binance,XRP/ETH,$1.94,Recently,"$69,138,300",1.75%
424,Ripple,Poloniex,XRP/USDT,$1.95,Recently,"$51,287,800",1.30%
425,Ripple,Bitbank,XRP/JPY,$2.16,Recently,"$46,313,600",1.17%
426,Ripple,Kraken,XRP/EUR,$2.03,Recently,"$37,245,000",0.94%
427,Ripple,Bittrex,XRP/USDT,$1.92,Recently,"$33,844,900",0.86%
428,Ripple,Bitstamp,XRP/EUR,$1.96,Recently,"$31,635,500",0.80%
429,Ripple,Kraken,XRP/USD,$1.98,Recently,"$30,086,100",0.76%
430,Ripple,Bitstamp,XRP/BTC,$1.97,Recently,"$27,916,300",0.71%
431,Ripple,Kraken,XRP/BTC,$1.98,Recently,"$26,897,100",0.68%
432,Ripple,CEX.IO,XRP/USD,$2.21,Recently,"$23,914,000",0.61%
433,Ripple,Huobi,XRP/BTC,$1.98,Recently,"$20,963,900",0.53%
434,Ripple,Exmo,XRP/USD,$2.13,Recently,"$20,806,100",0.53%
435,Ripple,BTC Markets,XRP/AUD,$2.11,Recently,"$18,137,300",0.46%
436,Ripple,BX Thailand,XRP/THB,$2.28,Recently,"$9,116,540",0.23%
437,Ripple,Exmo,XRP/BTC,$1.99,Recently,"$8,550,300",0.22%
438,Ripple,Bittrex,XRP/ETH,$1.94,Recently,"$8,520,000",0.22%
439,Ripple,Bitcoin Indonesia,XRP/IDR,$2.37,Recently,"$7,832,740",0.20%
440,Ripple,Bitso,XRP/MXN,$2.27,Recently,"$7,500,710",0.19%
441,Ripple,ZB.COM,XRP/USDT,$1.80,Recently,"$6,907,970",0.17%
442,Ripple,CEX.IO,XRP/BTC,$1.99,Recently,"$5,421,340",0.14%
443,Ripple,Bitstamp (Ripple Gateway),XRP/BTC,$1.77,Recently,"$5,263,360",0.13%
444,Ripple,RippleFox,XRP/CNY,$2.18,Recently,"$4,480,020",0.11%
445,Ripple,Exmo,XRP/RUB,$2.17,Recently,"$4,169,180",0.11%
446,Ripple,Gatehub,XRP/BTC,$1.94,Recently,"$4,055,480",0.10%
447,Ripple,Ripple China,XRP/CNY,$2.18,Recently,"$3,733,620",0.09%
448,Ripple,Bitstamp (Ripple Gateway),XRP/USD,$1.93,Recently,"$2,855,500",0.07%
449,Ripple,Bitcoin Indonesia,XRP/BTC,$1.98,Recently,"$2,554,300",0.06%
450,Ripple,Gatehub,XRP/ETH,$1.94,Recently,"$2,033,850",0.05%
451,Ripple,AEX,XRP/BITCNY,$2.06,Recently,"$1,964,850",0.05%
452,Ripple,Altcoin Trader,XRP/ZAR,$2.31,Recently,"$1,467,820",0.04%
453,Ripple,Gatehub,XRP/USD,$1.44,Recently,"$1,206,530",0.03%
454,Ripple,BTC Markets,XRP/BTC,$2.00,Recently,"$1,170,290",0.03%
455,Ripple,The Rock Trading,XRP/EUR,$1.87,Recently,"$1,155,020",0.03%
456,Ripple,Gate.io,XRP/USDT,$2.26,Recently,"$999,992",0.03%
457,Ripple,Bitso,XRP/BTC,$2.00,Recently,"$961,500",0.02%
458,Ripple,RippleFox,XRP/XLM,$2.29,Recently,"$873,218",0.02%
459,Ripple,HitBTC,XRP/ETH,$1.94,Recently,"$777,852",0.02%
460,Ripple,AEX,XRP/BTC,$1.97,Recently,"$755,853",0.02%
461,Ripple,CEX.IO,XRP/EUR,$2.20,Recently,"$711,396",0.02%
462,Ripple,LiteBit.eu,XRP/EUR,$1.96,Recently,"$621,803",0.02%
463,Ripple,Tripe Dice Exchange,XRP/BTC,$2.25,Recently,"$483,573",0.01%
464,Ripple,Gatehub,XRP/EUR,$1.80,Recently,"$456,049",0.01%
465,Ripple,Bitsane,XRP/BTC,$2.01,Recently,"$449,913",0.01%
466,Ripple,Bits Blockchain,XRP/BTC,$2.25,Recently,"$414,229",0.01%
467,Ripple,Bitsane,XRP/EUR,$2.05,Recently,"$359,701",0.01%
468,Ripple,Coinrail,XRP/KRW,$2.46,Recently,"$303,943",0.01%
469,Ripple,Mr. Exchange,XRP/JPY,$1.89,Recently,"$296,726",0.01%
470,Ripple,Qryptos,XRP/BTC,$2.04,Recently,"$240,649",0.01%
471,Ripple,ZB.COM,XRP/BTC,$1.65,Recently,"$224,855",0.01%
472,Ripple,Mr. Exchange,XRP/BTC,$1.99,Recently,"$205,255",0.01%
473,Ripple,Mr. Exchange,XRP/ADA,$2.38,Recently,"$183,587",0.00%
474,Ripple,Mr. Exchange,XRP/ETH,$1.94,Recently,"$156,772",0.00%
475,Ripple,CoinEgg,XRP/BTC,$1.95,Recently,"$142,038",0.00%
476,Ripple,Exrates,XRP/BTC,$1.93,Recently,"$137,800",0.00%
477,Ripple,Exrates,XRP/USD,$2.00,Recently,"$117,018",0.00%
478,Ripple,Bitsane,XRP/LTC,$1.93,Recently,"$116,868",0.00%
479,Ripple,Gatehub,XRP/ETC,$2.13,Recently,"$102,383",0.00%
480,Ripple,Bitsane,XRP/USD,$2.15,Recently,"$83,608",0.00%
481,Ripple,Gate.io,XRP/BTC,$2.31,Recently,"$82,030",0.00%
482,Ripple,Mr. Exchange,XRP/USD,$1.81,Recently,"$76,310",0.00%
483,Ripple,Stellar Decentralized Exchange,XLM/XRP,$2.29,Recently,"$67,847",0.00%
484,Ripple,Bitsane,XRP/ETH,$2.02,Recently,"$62,438",0.00%
485,Ripple,The Rock Trading,BTC/XRP,$1.98,Recently,"$59,497",0.00%
486,Ripple,BitFlip,XRP/RUB,$2.62,Recently,"$56,055",0.00%
487,Ripple,Rippex,XRP/BRL,$2.24,Recently,"$50,440",0.00%
488,Ripple,Abucoins,XRP/BTC,$1.95,Recently,"$47,204",0.00%
489,Ripple,Mr. Exchange,XRP/REP,$1.91,Recently,"$43,950",0.00%
490,Ripple,Gatehub,XRP/REP,$1.93,Recently,"$31,573",0.00%
491,Ripple,BitFlip,XRP/USD,$2.30,Recently,"$29,456",0.00%
492,Ripple,Cryptomate,XRP/GBP,$2.25,Recently,"$27,989",0.00%
493,Ripple,Mr. Exchange,XRP/ETC,$2.01,Recently,"$26,316",0.00%
494,Ripple,Gatehub,XRP/QAU,$1.52,Recently,"$18,392",0.00%
495,Ripple,Bitsane,XRP/BCH,$1.99,Recently,"$16,893",0.00%
496,Ripple,Mr. Exchange,XRP/LTC,$1.57,Recently,"$11,495",0.00%
497,Ripple,BCEX,XRP/BTC,$1.66,Recently,"$5,674",0.00%
498,Ripple,BitFlip,XRP/BTC,$1.92,Recently,"$4,669",0.00%
499,Ripple,The Rock Trading,XRP/USD,$2.17,Recently,"$3,684",0.00%
500,Ripple,BitFlip,XRP/EUR,$2.04,Recently,$138,0.00%
501,Ripple,Coinbene,XRP/USDT,$2.38,Recently,$11,0.00%
502,Ripple,BitFlip,XRP/UAH,$1.42,Recently,$0,0.00%
503,Bitcoin Cash,OKEx,BCC/BTC,$2358.72,Recently,"$197,380,000",17.58%
504,Bitcoin Cash,HitBTC,BCH/BTC,$2360.06,Recently,"$167,453,000",14.92%
505,Bitcoin Cash,Bithumb,BCH/KRW,$3075.76,Recently,"$145,560,000",12.97%
506,Bitcoin Cash,Binance,BCC/BTC,$2353.33,Recently,"$123,157,000",10.97%
507,Bitcoin Cash,Bit-Z,BCH/BTC,$2350.89,Recently,"$69,073,100",6.15%
508,Bitcoin Cash,Huobi,BCH/USDT,$2311.57,Recently,"$53,871,000",4.80%
509,Bitcoin Cash,Bitfinex,BCH/USD,$2320.10,Recently,"$53,572,100",4.77%
510,Bitcoin Cash,Bittrex,BCC/BTC,$2369.97,Recently,"$31,697,800",2.82%
511,Bitcoin Cash,Coinone,BCH/KRW,$3073.88,Recently,"$25,030,500",2.23%
512,Bitcoin Cash,GDAX,BCH/USD,$2331.22,Recently,"$22,869,900",2.04%
513,Bitcoin Cash,Bitfinex,BCH/BTC,$2357.43,Recently,"$18,184,400",1.62%
514,Bitcoin Cash,Poloniex,BCH/BTC,$2353.34,Recently,"$17,519,300",1.56%
515,Bitcoin Cash,OKEx,LTC/BCH,$2333.67,Recently,"$15,085,900",1.34%
516,Bitcoin Cash,Korbit,BCH/KRW,$3074.35,Recently,"$14,094,500",1.26%
517,Bitcoin Cash,CoolCoin,BCH/BTC,$2732.31,Recently,"$11,300,800",1.01%
518,Bitcoin Cash,Huobi,BCH/BTC,$2355.94,Recently,"$11,141,200",0.99%
519,Bitcoin Cash,Lbank,BCC/BTC,$2381.10,Recently,"$9,541,960",0.85%
520,Bitcoin Cash,Bitstamp,BCH/BTC,$2357.71,Recently,"$9,306,260",0.83%
521,Bitcoin Cash,HitBTC,BCH/USDT,$2323.31,Recently,"$8,141,700",0.73%
522,Bitcoin Cash,Kraken,BCH/EUR,$2438.82,Recently,"$7,353,900",0.66%
523,Bitcoin Cash,CoinEgg,BCH/BTC,$2327.84,Recently,"$7,048,690",0.63%
524,Bitcoin Cash,Binance,BCC/USDT,$2313.36,Recently,"$6,789,500",0.60%
525,Bitcoin Cash,Bitstamp,BCH/USD,$2302.64,Recently,"$6,618,740",0.59%
526,Bitcoin Cash,Poloniex,BCH/USDT,$2311.86,Recently,"$6,214,450",0.55%
527,Bitcoin Cash,Bittrex,BCC/USDT,$2315.39,Recently,"$5,362,770",0.48%
528,Bitcoin Cash,Kraken,BCH/BTC,$2368.51,Recently,"$4,418,430",0.39%
529,Bitcoin Cash,Binance,BCC/ETH,$2309.36,Recently,"$4,064,300",0.36%
530,Bitcoin Cash,Kraken,BCH/USD,$2374.00,Recently,"$3,904,480",0.35%
531,Bitcoin Cash,YoBit,BCC/BTC,$2377.94,Recently,"$3,567,940",0.32%
532,Bitcoin Cash,HitBTC,BCH/ETH,$2316.25,Recently,"$3,529,180",0.31%
533,Bitcoin Cash,Bitstamp,BCH/EUR,$2321.18,Recently,"$3,197,420",0.28%
534,Bitcoin Cash,Exmo,BCH/USD,$2510.01,Recently,"$3,099,270",0.28%
535,Bitcoin Cash,EXX,BCC/BTC,$2326.93,Recently,"$3,081,440",0.27%
536,Bitcoin Cash,Bitbank,BCC/JPY,$2571.04,Recently,"$2,899,970",0.26%
